cab_type,vendor_id,pickup_datetime,dropoff_datetime,rate_code_id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,congestion_surcharge,total_amount,payment_type,trip_type,pickup_location_id,dropoff_location_id
yellow,VTS,2018-01-01T00:05:00.000000Z,2018-01-01T00:10:02.000000Z,Standard rate,,,,,6,0.85,5.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.8,Cash,na,90,234
yellow,VTS,2018-01-01T00:05:00.000000Z,2018-01-01T00:25:28.000000Z,Standard rate,,,,,1,2.84,14.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.8,Cash,na,234,50
yellow,VTS,2018-01-01T00:05:01.000000Z,2018-01-01T00:11:21.000000Z,Standard rate,,,,,6,1.1,6.5,0.5,0.5,1.56,0.0,0.0,0.3,0.0,9.36,Card,na,79,170
yellow,VTS,2018-01-01T00:05:01.000000Z,2018-01-01T00:41:29.000000Z,Standard rate,,,,,2,2.81,22.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,23.3,Cash,na,48,170
yellow,VTS,2018-01-01T00:05:01.000000Z,2018-01-01T00:22:23.000000Z,Standard rate,,,,,3,9.870000000000,29.0,0.5,0.5,7.58,0.0,0.0,0.3,0.0,37.88,Card,na,132,95
yellow,CMT,2018-01-01T00:05:01.000000Z,2018-01-01T00:28:29.000000Z,Standard rate,,,,,1,3.5,16.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,17.8,Cash,na,144,237
green,CMT,2018-01-01T00:05:02.000000Z,2018-01-01T00:12:04.000000Z,Standard rate,,,,,2,1.3,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,Street hail,41,74
green,VTS,2018-01-01T00:05:02.000000Z,2018-01-01T00:18:35.000000Z,Standard rate,,,,,1,1.61,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Cash,Street hail,129,82
yellow,VTS,2018-01-01T00:05:02.000000Z,2018-01-01T00:38:56.000000Z,Standard rate,,,,,2,24.2,63.0,0.5,0.5,0.0,5.76,0.0,0.3,0.0,70.06,Cash,na,132,241
yellow,VTS,2018-01-01T00:05:02.000000Z,2018-01-01T00:13:26.000000Z,Standard rate,,,,,6,1.26,7.0,0.5,0.5,5.8,0.0,0.0,0.3,0.0,14.1,Card,na,234,137
yellow,VTS,2018-01-01T00:05:02.000000Z,2018-01-01T00:13:28.000000Z,Standard rate,,,,,1,2.31,9.5,0.5,0.5,2.7,0.0,0.0,0.3,0.0,13.5,Card,na,161,75
yellow,VTS,2018-01-01T00:05:02.000000Z,2018-01-01T00:17:44.000000Z,Standard rate,,,,,1,3.54,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,na,239,116
yellow,VTS,2018-01-01T00:05:03.000000Z,2018-01-01T00:29:27.000000Z,Standard rate,,,,,2,1.51,15.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,16.3,Cash,na,43,48
yellow,VTS,2018-01-01T00:05:04.000000Z,2018-01-01T00:06:50.000000Z,Standard rate,,,,,5,0.01,3.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.3,Cash,na,164,164
yellow,VTS,2018-01-01T00:05:05.000000Z,2018-01-01T00:18:02.000000Z,Standard rate,,,,,1,1.58,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Cash,na,100,68
yellow,VTS,2018-01-01T00:05:05.000000Z,2018-01-01T00:11:25.000000Z,Standard rate,,,,,2,1.8,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,na,229,140
yellow,VTS,2018-01-01T00:05:05.000000Z,2018-01-01T00:10:00.000000Z,Standard rate,,,,,1,1.33,6.0,0.5,0.5,1.0,0.0,0.0,0.3,0.0,8.3,Card,na,239,43
green,VTS,2018-01-01T00:05:07.000000Z,2018-01-01T00:13:07.000000Z,Standard rate,,,,,6,1.650000000000,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,Street hail,83,157
yellow,CMT,2018-01-01T00:05:07.000000Z,2018-01-01T00:26:05.000000Z,Standard rate,,,,,1,2.0,13.5,0.5,0.5,2.95,0.0,0.0,0.3,0.0,17.75,Card,na,148,137
yellow,CMT,2018-01-01T00:05:07.000000Z,2018-01-01T00:21:28.000000Z,Standard rate,,,,,1,0.9,10.5,0.5,0.5,1.0,0.0,0.0,0.3,0.0,12.8,Card,na,48,68
yellow,VTS,2018-01-01T00:05:07.000000Z,2018-01-01T00:23:27.000000Z,Standard rate,,,,,5,6.25,20.0,0.5,0.5,4.26,0.0,0.0,0.3,0.0,25.560000000000,Card,na,88,37
yellow,VTS,2018-01-01T00:05:08.000000Z,2018-01-01T00:25:22.000000Z,Standard rate,,,,,3,9.8,28.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,29.8,Cash,na,144,26
yellow,CMT,2018-01-01T00:05:09.000000Z,2018-01-01T00:11:53.000000Z,Standard rate,,,,,1,1.1,6.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.8,Cash,na,231,144
yellow,CMT,2018-01-01T00:05:09.000000Z,2018-01-01T00:09:03.000000Z,Standard rate,,,,,3,0.9,5.5,0.5,0.5,1.35,0.0,0.0,0.3,0.0,8.15,Card,na,263,43
yellow,VTS,2018-01-01T00:05:10.000000Z,2018-01-01T00:12:04.000000Z,Standard rate,,,,,1,1.45,7.0,0.5,0.5,1.08,0.0,0.0,0.3,0.0,9.38,Card,na,43,143
yellow,CMT,2018-01-01T00:05:10.000000Z,2018-01-01T00:23:11.000000Z,Standard rate,,,,,1,3.1,14.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.3,Card,na,170,262
yellow,VTS,2018-01-01T00:05:11.000000Z,2018-01-01T00:32:46.000000Z,Standard rate,,,,,1,1.75,16.5,0.5,0.5,3.56,0.0,0.0,0.3,0.0,21.36,Card,na,114,164
yellow,CMT,2018-01-01T00:05:11.000000Z,2018-01-01T00:31:38.000000Z,Standard rate,,,,,1,2.7,17.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,18.3,Cash,na,79,186
yellow,VTS,2018-01-01T00:05:11.000000Z,2018-01-01T00:20:56.000000Z,Standard rate,,,,,1,0.37,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Card,na,164,100
green,VTS,2018-01-01T00:05:12.000000Z,2018-01-01T00:11:43.000000Z,Standard rate,,,,,1,1.150000000000,6.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.8,Card,Street hail,42,75
yellow,VTS,2018-01-01T00:05:12.000000Z,2018-01-01T00:33:43.000000Z,Standard rate,,,,,1,3.010000000000,11.5,0.5,0.5,2.56,0.0,0.0,0.3,0.0,15.36,Card,na,114,229
yellow,VTS,2018-01-01T00:05:12.000000Z,2018-01-01T00:10:29.000000Z,Standard rate,,,,,1,0.68,5.5,0.5,0.5,1.36,0.0,0.0,0.3,0.0,8.16,Card,na,114,79
yellow,VTS,2018-01-01T00:05:12.000000Z,2018-01-01T00:17:59.000000Z,Standard rate,,,,,1,1.87,10.0,0.5,0.5,2.260000000000,0.0,0.0,0.3,0.0,13.56,Card,na,68,137
yellow,CMT,2018-01-01T00:05:12.000000Z,2018-01-01T00:22:25.000000Z,Standard rate,,,,,1,8.6,26.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,27.3,Cash,na,238,241
yellow,VTS,2018-01-01T00:05:12.000000Z,2018-01-01T00:14:55.000000Z,Standard rate,,,,,2,2.02,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Cash,na,114,233
yellow,VTS,2018-01-01T00:05:13.000000Z,2018-01-01T00:11:56.000000Z,Standard rate,,,,,1,1.21,6.5,0.5,0.5,1.95,0.0,0.0,0.3,0.0,9.75,Card,na,170,224
yellow,VTS,2018-01-01T00:05:13.000000Z,2018-01-01T00:08:50.000000Z,Standard rate,,,,,1,0.86,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,249,125
yellow,VTS,2018-01-01T00:05:13.000000Z,2018-01-01T00:17:20.000000Z,Standard rate,,,,,1,1.630000000000,10.0,0.5,0.5,2.260000000000,0.0,0.0,0.3,0.0,13.56,Card,na,238,262
yellow,VTS,2018-01-01T00:05:13.000000Z,2018-01-01T00:22:22.000000Z,Standard rate,,,,,5,4.63,16.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,17.8,Cash,na,137,25
yellow,CMT,2018-01-01T00:05:13.000000Z,2018-01-01T00:37:48.000000Z,Standard rate,,,,,2,5.2,25.5,0.5,0.5,5.09,0.0,0.0,0.3,0.0,31.89,Card,na,100,166
yellow,VTS,2018-01-01T00:05:13.000000Z,2018-01-01T00:22:28.000000Z,Standard rate,,,,,1,6.65,21.0,0.5,0.5,7.020000000000,5.76,0.0,0.3,0.0,35.08,Card,na,236,223
yellow,CMT,2018-01-01T00:05:14.000000Z,2018-01-01T00:27:46.000000Z,Standard rate,,,,,1,5.600000000000,20.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,21.8,Cash,na,239,7
yellow,VTS,2018-01-01T00:05:14.000000Z,2018-01-01T00:13:02.000000Z,Standard rate,,,,,6,2.33,9.0,0.5,0.5,2.06,0.0,0.0,0.3,0.0,12.36,Card,na,141,238
yellow,VTS,2018-01-01T00:05:14.000000Z,2018-01-01T00:24:50.000000Z,Standard rate,,,,,1,1.05,12.5,0.5,0.5,2.760000000000,0.0,0.0,0.3,0.0,16.55,Card,na,233,164
yellow,VTS,2018-01-01T00:05:14.000000Z,2018-01-01T00:22:26.000000Z,Standard rate,,,,,1,5.17,17.5,0.5,0.5,3.760000000000,0.0,0.0,0.3,0.0,22.56,Card,na,68,87
yellow,VTS,2018-01-01T00:05:14.000000Z,2018-01-01T00:26:49.000000Z,Standard rate,,,,,1,3.62,15.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,16.8,Cash,na,236,113
yellow,VTS,2018-01-01T00:05:14.000000Z,2018-01-01T00:18:49.000000Z,Standard rate,,,,,1,1.94,10.5,0.5,0.5,2.36,0.0,0.0,0.3,0.0,14.16,Card,na,79,249
yellow,VTS,2018-01-01T00:05:15.000000Z,2018-01-01T00:07:57.000000Z,Standard rate,,,,,1,0.48,4.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.3,Cash,na,236,263
yellow,CMT,2018-01-01T00:05:15.000000Z,2018-01-01T00:15:27.000000Z,Standard rate,,,,,0,1.1,8.0,1.0,0.5,2.0,0.0,0.0,0.3,0.0,11.8,Card,na,234,164
green,VTS,2018-01-01T00:05:16.000000Z,2018-01-01T00:06:16.000000Z,Standard rate,,,,,1,0.17,3.0,0.5,0.5,3.800000000000,0.0,0.0,0.3,0.0,8.1,Card,Street hail,41,41
green,VTS,2018-01-01T00:05:16.000000Z,2018-01-01T00:12:11.000000Z,Standard rate,,,,,1,1.04,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,Street hail,177,35
yellow,CMT,2018-01-01T00:05:16.000000Z,2018-01-01T00:36:47.000000Z,Standard rate,,,,,4,4.4,21.5,0.5,0.5,5.7,0.0,0.0,0.3,0.0,28.5,Card,na,264,236
yellow,VTS,2018-01-01T00:05:16.000000Z,2018-01-01T00:18:08.000000Z,Standard rate,,,,,2,2.62,11.0,0.5,0.5,2.46,0.0,0.0,0.3,0.0,14.76,Card,na,68,148
yellow,CMT,2018-01-01T00:05:16.000000Z,2018-01-01T00:21:43.000000Z,Standard rate,,,,,1,1.6,11.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.8,Cash,na,170,90
yellow,CMT,2018-01-01T00:05:17.000000Z,2018-01-01T00:08:52.000000Z,Standard rate,,,,,1,0.700000000000,4.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,7.8,Card,na,233,162
yellow,CMT,2018-01-01T00:05:17.000000Z,2018-01-01T00:08:54.000000Z,Standard rate,,,,,1,0.6,4.5,0.5,0.5,1.150000000000,0.0,0.0,0.3,0.0,6.95,Card,na,239,238
yellow,CMT,2018-01-01T00:05:18.000000Z,2018-01-01T00:17:49.000000Z,Standard rate,,,,,1,1.3,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Cash,na,234,234
yellow,CMT,2018-01-01T00:05:18.000000Z,2018-01-01T00:08:41.000000Z,Standard rate,,,,,1,0.5,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,na,113,114
yellow,CMT,2018-01-01T00:05:19.000000Z,2018-01-01T00:10:31.000000Z,Standard rate,,,,,1,1.6,6.5,0.5,0.5,1.95,0.0,0.0,0.3,0.0,9.75,Card,na,163,236
yellow,CMT,2018-01-01T00:05:19.000000Z,2018-01-01T00:17:15.000000Z,Standard rate,,,,,1,3.300000000000,12.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,15.8,Card,na,83,7
yellow,VTS,2018-01-01T00:05:19.000000Z,2018-01-01T00:11:35.000000Z,Standard rate,,,,,2,0.91,6.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.3,Cash,na,79,79
yellow,VTS,2018-01-01T00:05:19.000000Z,2018-01-01T00:29:29.000000Z,Standard rate,,,,,1,0.98,13.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,14.8,Cash,na,48,48
green,VTS,2018-01-01T00:05:20.000000Z,2018-01-01T00:35:19.000000Z,Standard rate,,,,,1,6.72,26.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,27.8,Cash,Street hail,66,162
yellow,CMT,2018-01-01T00:05:20.000000Z,2018-01-01T00:23:42.000000Z,Standard rate,,,,,1,6.4,21.0,0.5,0.5,5.55,0.0,0.0,0.3,0.0,27.85,Card,na,264,264
yellow,CMT,2018-01-01T00:05:20.000000Z,2018-01-01T00:21:36.000000Z,Standard rate,,,,,1,5.8,19.0,0.5,0.5,4.05,0.0,0.0,0.3,0.0,24.35,Card,na,264,164
yellow,VTS,2018-01-01T00:05:20.000000Z,2018-01-01T00:26:42.000000Z,Standard rate,,,,,4,7.19,24.0,0.5,0.5,5.060000000000,0.0,0.0,0.3,0.0,30.36,Card,na,43,231
yellow,VTS,2018-01-01T00:05:20.000000Z,2018-01-01T00:11:08.000000Z,Standard rate,,,,,2,0.470000000000,5.0,0.5,0.5,1.26,0.0,0.0,0.3,0.0,7.560000000000,Card,na,90,68
yellow,CMT,2018-01-01T00:05:21.000000Z,2018-01-01T00:10:41.000000Z,Standard rate,,,,,1,1.0,6.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.3,Cash,na,236,262
yellow,CMT,2018-01-01T00:05:21.000000Z,2018-01-01T00:46:42.000000Z,Standard rate,,,,,1,4.600000000000,27.0,0.5,0.5,7.05,0.0,0.0,0.3,0.0,35.35,Card,na,43,140
yellow,VTS,2018-01-01T00:05:21.000000Z,2018-01-01T00:45:49.000000Z,Standard rate,,,,,1,23.54,64.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,65.3,Card,na,163,55
yellow,CMT,2018-01-01T00:05:21.000000Z,2018-01-01T00:08:41.000000Z,Standard rate,,,,,1,0.6,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,na,90,68
green,VTS,2018-01-01T00:05:22.000000Z,2018-01-01T00:21:15.000000Z,Standard rate,,,,,1,3.84,14.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.8,Cash,Street hail,77,36
green,VTS,2018-01-01T00:05:22.000000Z,2018-01-01T00:15:25.000000Z,Standard rate,,,,,1,1.95,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Cash,Street hail,17,36
yellow,VTS,2018-01-01T00:05:22.000000Z,2018-01-01T00:12:10.000000Z,Standard rate,,,,,1,1.140000000000,6.5,0.5,0.5,1.56,0.0,0.0,0.3,0.0,9.36,Card,na,68,68
yellow,VTS,2018-01-01T00:05:22.000000Z,2018-01-01T00:23:36.000000Z,Standard rate,,,,,3,15.370000000000,41.0,0.5,0.5,8.46,0.0,0.0,0.3,0.0,50.76,Card,na,132,145
yellow,CMT,2018-01-01T00:05:23.000000Z,2018-01-01T00:23:49.000000Z,Standard rate,,,,,1,1.8,12.0,0.5,0.5,2.65,0.0,0.0,0.3,0.0,15.950000000000,Card,na,114,107
yellow,CMT,2018-01-01T00:05:24.000000Z,2018-01-01T00:13:04.000000Z,Standard rate,,,,,1,0.9,6.5,0.5,0.5,1.55,0.0,0.0,0.3,0.0,9.35,Card,na,114,249
green,VTS,2018-01-01T00:05:25.000000Z,2018-01-01T00:16:59.000000Z,Standard rate,,,,,5,1.98,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Cash,Street hail,129,7
yellow,VTS,2018-01-01T00:05:25.000000Z,2018-01-01T00:22:37.000000Z,Standard rate,,,,,1,11.02,31.0,0.5,0.5,5.5,5.76,0.0,0.3,0.0,43.56,Card,na,137,133
green,VTS,2018-01-01T00:05:26.000000Z,2018-01-01T00:14:49.000000Z,Standard rate,,,,,1,1.37,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,Street hail,7,179
yellow,VTS,2018-01-01T00:05:27.000000Z,2018-01-01T00:15:35.000000Z,Standard rate,,,,,6,2.010000000000,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Card,na,79,162
yellow,CMT,2018-01-01T00:05:27.000000Z,2018-01-01T00:31:33.000000Z,Standard rate,,,,,1,10.200000000000,31.5,0.5,0.5,8.2,0.0,0.0,0.3,0.0,41.0,Card,na,263,181
yellow,VTS,2018-01-01T00:05:27.000000Z,2018-01-01T00:25:31.000000Z,Standard rate,,,,,5,2.21,13.5,0.5,0.5,2.96,0.0,0.0,0.3,0.0,17.76,Card,na,161,68
yellow,CMT,2018-01-01T00:05:28.000000Z,2018-01-01T00:15:59.000000Z,Standard rate,,,,,1,0.5,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,na,164,164
yellow,VTS,2018-01-01T00:05:28.000000Z,2018-01-01T00:10:44.000000Z,Standard rate,,,,,1,1.33,6.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.8,Cash,na,229,141
yellow,VTS,2018-01-01T00:05:30.000000Z,2018-01-01T00:19:17.000000Z,Standard rate,,,,,1,3.41,13.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,14.3,Cash,na,48,249
yellow,VTS,2018-01-01T00:05:30.000000Z,2018-01-01T00:48:01.000000Z,Standard rate,,,,,5,4.89,24.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,25.3,Cash,na,158,231
yellow,VTS,2018-01-01T00:05:32.000000Z,2018-01-01T00:09:01.000000Z,Standard rate,,,,,2,0.64,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,na,239,239
yellow,CMT,2018-01-01T00:05:32.000000Z,2018-01-01T00:17:04.000000Z,Standard rate,,,,,1,1.7,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Card,na,148,234
yellow,VTS,2018-01-01T00:05:33.000000Z,2018-01-01T00:13:24.000000Z,Standard rate,,,,,1,1.660000000000,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,na,146,7
yellow,VTS,2018-01-01T00:05:33.000000Z,2018-01-01T00:29:24.000000Z,Standard rate,,,,,6,3.780000000000,16.5,0.5,0.5,3.56,0.0,0.0,0.3,0.0,21.36,Card,na,79,48
yellow,CMT,2018-01-01T00:05:33.000000Z,2018-01-01T00:23:52.000000Z,Standard rate,,,,,1,4.5,17.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,18.3,Cash,na,87,68
yellow,CMT,2018-01-01T00:05:34.000000Z,2018-01-01T00:22:51.000000Z,Standard rate,,,,,1,2.7,13.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,14.8,Cash,na,66,144
yellow,VTS,2018-01-01T00:05:34.000000Z,2018-01-01T00:13:53.000000Z,Standard rate,,,,,1,1.1,7.0,0.5,0.5,2.08,0.0,0.0,0.3,0.0,10.38,Card,na,234,170
yellow,CMT,2018-01-01T00:05:35.000000Z,2018-01-01T00:21:04.000000Z,Standard rate,,,,,2,0.9,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,No Charge,na,161,234
yellow,VTS,2018-01-01T00:05:35.000000Z,2018-01-01T00:26:10.000000Z,Standard rate,,,,,2,0.79,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,na,161,170
yellow,CMT,2018-01-01T00:05:36.000000Z,2018-01-01T00:14:52.000000Z,Standard rate,,,,,2,1.900000000000,8.5,0.5,0.5,1.47,0.0,0.0,0.3,0.0,11.27,Card,na,79,233
yellow,CMT,2018-01-01T00:05:36.000000Z,2018-01-01T00:11:52.000000Z,Standard rate,,,,,1,0.700000000000,5.5,0.5,0.5,1.35,0.0,0.0,0.3,0.0,8.15,Card,na,114,114
yellow,VTS,2018-01-01T00:05:36.000000Z,2018-01-01T00:11:13.000000Z,Standard rate,,,,,1,0.75,5.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.8,Cash,na,238,238
green,CMT,2018-01-01T00:05:37.000000Z,2018-01-01T00:23:49.000000Z,Standard rate,,,,,2,4.3,16.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,17.8,Cash,Street hail,181,225
yellow,VTS,2018-01-01T00:05:37.000000Z,2018-01-01T00:56:45.000000Z,Standard rate,,,,,5,4.65,29.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,30.8,Cash,na,186,162
yellow,CMT,2018-01-01T00:05:38.000000Z,2018-01-01T00:20:19.000000Z,Standard rate,,,,,1,2.2,11.5,0.5,0.5,2.550000000000,0.0,0.0,0.3,0.0,15.35,Card,na,142,229
yellow,VTS,2018-01-01T00:05:38.000000Z,2018-01-01T00:11:42.000000Z,Standard rate,,,,,2,0.77,6.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.3,Cash,na,79,148
yellow,VTS,2018-01-01T00:05:38.000000Z,2018-01-01T00:15:51.000000Z,Standard rate,,,,,1,1.56,8.5,0.5,0.5,1.8,0.0,0.0,0.3,0.0,11.6,Card,na,113,125
yellow,CMT,2018-01-01T00:05:39.000000Z,2018-01-01T00:08:43.000000Z,Standard rate,,,,,1,0.2,4.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.3,Cash,na,74,74
yellow,VTS,2018-01-01T00:05:40.000000Z,2018-01-01T00:17:05.000000Z,Standard rate,,,,,1,3.81,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,na,236,69
yellow,CMT,2018-01-01T00:05:41.000000Z,2018-01-01T00:15:40.000000Z,Standard rate,,,,,1,0.8,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,No Charge,na,48,48
yellow,VTS,2018-01-01T00:05:41.000000Z,2018-01-01T00:12:17.000000Z,Standard rate,,,,,1,0.87,6.0,0.5,0.5,1.46,0.0,0.0,0.3,0.0,8.76,Card,na,129,129
yellow,CMT,2018-01-01T00:05:41.000000Z,2018-01-01T00:11:46.000000Z,Standard rate,,,,,1,1.1,6.0,0.5,0.5,1.45,0.0,0.0,0.3,0.0,8.75,Card,na,79,107
green,VTS,2018-01-01T00:05:42.000000Z,2018-01-01T00:12:08.000000Z,Standard rate,,,,,6,1.09,6.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.8,Cash,Street hail,74,75
yellow,CMT,2018-01-01T00:05:42.000000Z,2018-01-01T00:09:02.000000Z,Standard rate,,,,,1,0.4,4.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.3,Cash,na,234,107
yellow,CMT,2018-01-01T00:05:42.000000Z,2018-01-01T00:10:24.000000Z,Standard rate,,,,,1,0.700000000000,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,161,229
green,VTS,2018-01-01T00:05:44.000000Z,2018-01-01T00:36:26.000000Z,Standard rate,,,,,1,5.94,23.5,0.5,0.5,3.0,0.0,0.0,0.3,0.0,27.8,Card,Street hail,66,177
yellow,CMT,2018-01-01T00:05:44.000000Z,2018-01-01T00:10:18.000000Z,Standard rate,,,,,1,0.6,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,79,4
yellow,CMT,2018-01-01T00:05:44.000000Z,2018-01-01T00:13:36.000000Z,Standard rate,,,,,2,1.7,8.0,0.5,0.5,1.85,0.0,0.0,0.3,0.0,11.15,Card,na,142,238
green,VTS,2018-01-01T00:05:45.000000Z,2018-01-01T00:14:36.000000Z,Standard rate,,,,,1,1.69,8.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.3,Cash,Street hail,82,173
yellow,VTS,2018-01-01T00:05:45.000000Z,2018-01-01T00:29:13.000000Z,Standard rate,,,,,1,2.09,14.5,0.5,0.5,3.16,0.0,0.0,0.3,0.0,18.96,Card,na,144,186
yellow,CMT,2018-01-01T00:05:45.000000Z,2018-01-01T00:25:59.000000Z,Standard rate,,,,,1,2.9,14.5,0.5,0.5,3.15,0.0,0.0,0.3,0.0,18.95,Card,na,100,142
yellow,VTS,2018-01-01T00:05:46.000000Z,2018-01-01T00:15:44.000000Z,Standard rate,,,,,5,2.550000000000,10.5,0.5,0.5,1.18,0.0,0.0,0.3,0.0,12.98,Card,na,79,65
yellow,VTS,2018-01-01T00:05:46.000000Z,2018-01-01T00:28:59.000000Z,Standard rate,,,,,1,6.62,24.0,0.5,0.5,3.5,0.0,0.0,0.3,0.0,28.8,Card,na,256,262
yellow,VTS,2018-01-01T00:05:46.000000Z,2018-01-01T00:08:10.000000Z,Standard rate,,,,,5,0.8,4.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.8,Cash,na,137,107
yellow,CMT,2018-01-01T00:05:47.000000Z,2018-01-01T00:25:09.000000Z,Standard rate,,,,,1,1.0,12.5,0.5,0.5,1.0,0.0,0.0,0.3,0.0,14.8,Card,na,142,68
yellow,VTS,2018-01-01T00:05:47.000000Z,2018-01-01T00:16:18.000000Z,Standard rate,,,,,1,1.73,9.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.3,Cash,na,234,158
yellow,CMT,2018-01-01T00:05:48.000000Z,2018-01-01T00:26:28.000000Z,Standard rate,,,,,1,1.8,13.5,0.5,0.5,2.95,0.0,0.0,0.3,0.0,17.75,Card,na,164,249
yellow,CMT,2018-01-01T00:05:49.000000Z,2018-01-01T00:12:33.000000Z,Standard rate,,,,,1,0.700000000000,6.0,0.5,0.5,1.45,0.0,0.0,0.3,0.0,8.75,Card,na,229,162
yellow,CMT,2018-01-01T00:05:49.000000Z,2018-01-01T00:26:19.000000Z,Standard rate,,,,,1,3.300000000000,15.5,0.5,0.5,3.35,0.0,0.0,0.3,0.0,20.150000000000,Card,na,162,148
yellow,VTS,2018-01-01T00:05:49.000000Z,2018-01-01T00:11:29.000000Z,Standard rate,,,,,1,0.65,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,43,142
yellow,CMT,2018-01-01T00:05:50.000000Z,2018-01-01T00:37:37.000000Z,Standard rate,,,,,2,5.4,23.5,0.5,0.5,4.95,0.0,0.0,0.3,0.0,29.75,Card,na,68,75
yellow,CMT,2018-01-01T00:05:51.000000Z,2018-01-01T00:40:46.000000Z,Standard rate,,,,,1,2.800000000000,21.5,0.5,0.5,4.55,0.0,0.0,0.3,0.0,27.35,Card,na,48,162
